model_dir,region_dir,day,q_idx,gpt52,claude,gemini,vote_kind,final_category
gpt-5-search-api,russian,february_18,17,Reading Comprehension / Option Interpretation Failure,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_19,2,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_19,8,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,russian,february_19,17,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_20,5,Answer Formatting / Option Mapping Failure,Reading Comprehension / Option Interpretation Failure,Inference Override / Over-Reasoning Instead of Extraction,tiebroken,Answer Formatting / Option Mapping Failure
gpt-5-search-api,russian,february_20,8,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_20,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_20,20,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_21,1,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_21,10,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_21,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_21,21,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_22,1,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_22,3,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_22,10,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_22,20,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,russian,february_9,0,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_9,3,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_9,11,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Source Divergence Under Real-World Report Conflict,majority,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,russian,february_9,12,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_9,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Retrieval Failure with Forced Guessing
gpt-5-search-api,russian,february_9,16,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,russian,february_9,21,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,turkce,february_10,4,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,turkce,february_10,13,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,turkce,february_10,18,Event / Entity Misbinding,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,majority,Temporal Misalignment / Chronology Tracking Failure
gpt-5-search-api,turkce,february_10,19,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,turkce,february_10,24,Answer Formatting / Option Mapping Failure,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,tiebroken,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,turkce,february_11,9,Inference Override / Over-Reasoning Instead of Extraction,Reading Comprehension / Option Interpretation Failure,Answer Formatting / Option Mapping Failure,tiebroken,Answer Formatting / Option Mapping Failure
gpt-5-search-api,turkce,february_11,11,Event / Entity Misbinding,Retrieval Failure with Forced Guessing,Reading Comprehension / Option Interpretation Failure,tiebroken,Retrieval Failure with Forced Guessing
gpt-5-search-api,turkce,february_11,23,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,turkce,february_12,0,Reading Comprehension / Option Interpretation Failure,Source Divergence Under Real-World Report Conflict,Reading Comprehension / Option Interpretation Failure,majority,Reading Comprehension / Option Interpretation Failure
gpt-5-search-api,turkce,february_12,2,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,turkce,february_12,4,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,turkce,february_12,9,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,turkce,february_12,10,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,Inference Override / Over-Reasoning Instead of Extraction,unanimous,Inference Override / Over-Reasoning Instead of Extraction
gpt-5-search-api,turkce,february_12,18,Event / Entity Misbinding,Temporal Misalignment / Chronology Tracking Failure,Temporal Misalignment / Chronology Tracking Failure,majority,Temporal Misalignment / Chronology Tracking Failure
gpt-5-search-api,turkce,february_13,0,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,turkce,february_13,15,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,turkce,february_14,2,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,turkce,february_14,17,Inference Override / Over-Reasoning Instead of Extraction,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,tiebroken,Event / Entity Misbinding
gpt-5-search-api,turkce,february_14,19,Event / Entity Misbinding,Source Divergence Under Real-World Report Conflict,Event / Entity Misbinding,majority,Event / Entity Misbinding
gpt-5-search-api,turkce,february_15,5,Source Divergence Under Real-World Report Conflict,Retrieval Failure with Forced Guessing,Source Divergence Under Real-World Report Conflict,majority,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,turkce,february_15,14,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,turkce,february_15,21,Temporal Misalignment / Chronology Tracking Failure,Source Divergence Under Real-World Report Conflict,Temporal Misalignment / Chronology Tracking Failure,majority,Temporal Misalignment / Chronology Tracking Failure
gpt-5-search-api,turkce,february_16,4,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,turkce,february_17,0,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,Source Divergence Under Real-World Report Conflict,unanimous,Source Divergence Under Real-World Report Conflict
gpt-5-search-api,turkce,february_17,1,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,Answer Formatting / Option Mapping Failure,unanimous,Answer Formatting / Option Mapping Failure
gpt-5-search-api,turkce,february_17,11,Answer Formatting / Option Mapping Failure,Source Divergence Under Real-World Report Conflict,Answer Formatting / Option Mapping Failure,majority,Answer Formatting / Option Mapping Failure
gpt-5-search-api,turkce,february_18,10,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
gpt-5-search-api,turkce,february_18,13,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,Retrieval Failure with Forced Guessing,unanimous,Retrieval Failure with Forced Guessing
